,Date,Percent_Change,SMA_10,SMA_20,EMA_10
0,2021-01-04,-1.6402629870552854,,,-1.6402629870552854
1,2021-01-11,8.959753532563969,,,0.2870127437845793
2,2021-01-19,-3.9352273053643634,,,-0.4806672651515922
3,2021-01-25,-3.776020934351211,,,-1.0798224777333412
4,2021-02-01,3.0311719373158725,,,-0.3323689477243932
5,2021-02-08,46.129644864618584,,,8.115269927247057
6,2021-02-16,-0.9592361292571046,,,6.465359735155391
7,2021-02-22,-11.087295521219882,,,3.2739678703598867
8,2021-03-01,1.3955518743984014,,,2.93243768927598
9,2021-03-08,7.691239171432663,4.580931850308164,,3.797674322395377
10,2021-03-15,-1.568831876939905,4.588074961319703,,2.8219459225162344
11,2021-03-22,-0.7272231071551863,3.6193772973477865,,2.176642462575976
12,2021-03-29,-0.19683635139747385,3.9932163927444755,,1.7451008600353486
13,2021-04-05,-0.9304828487551884,4.277770201304078,,1.2586310948007053
14,2021-04-12,-0.049593361506279264,3.969693671421863,,1.02077210274489
15,2021-04-19,-4.112146352871021,-1.0544854503270975,,0.08751420172381508
16,2021-04-26,3.561531576465279,-0.6024086797548593,,0.7191537244040813
17,2021-05-03,-3.6209848044945288,0.1442223919176761,,-0.06996237175930242
18,2021-05-10,-4.86289055926098,-0.48162185144826203,,-0.9414038603959711
19,2021-05-17,0.10564786175799509,-1.2401809824157288,1.6703754339462176,-0.7510308200043408
20,2021-05-24,-3.024624736157594,-1.3857602683374979,1.6011573464911024,-1.164411532032205
21,2021-06-01,1.2125052667832996,-1.1917874309436491,1.2137949332020685,-0.7322448413384768
