,Date,Percent_Change,SMA_10,SMA_20,EMA_10
0,2019-01-14,4.343051301870087,,,4.343051301870087
1,2019-01-22,1.2770656775559555,,,3.7855993701766084
2,2019-01-28,0.6186673803956713,,,3.2097935538528013
3,2019-02-04,3.6808887287319783,,,3.295447222012651
4,2019-02-11,1.9591127499359762,,,3.05247731799871
5,2019-02-19,-0.07559324569071783,,,2.483737215509723
6,2019-02-25,2.8774057328986515,,,2.555313309580437
7,2019-03-04,-3.6159920049840037,,,1.4332577978414474
8,2019-03-11,0.16700148547099786,,,1.2030293774104566
9,2019-03-18,8.592508031470517,1.9824115837655114,,2.546570950875922
10,2019-03-25,-2.6389376829126046,1.284212685287242,,1.603751199278008
11,2019-04-01,0.9846880069671201,1.2549749182283585,,1.4911942552214827
12,2019-04-08,0.35996610766210885,1.2291047909550021,,1.2855164102106873
13,2019-04-15,-1.518262080816634,0.7091897100001411,,0.7757385027511743
14,2019-04-22,-4.23806841121961,0.08947159388458256,,-0.13586275433442285
15,2019-04-29,-3.5784792018226677,-0.2608170017286125,,-0.7617930175141038
16,2019-05-06,0.32438367941623797,-0.5161192070768539,,-0.5643063453449506
17,2019-05-13,-4.406464860824944,-0.5951664926609479,,-1.2628806208867678
18,2019-05-20,-0.23176566234871832,-0.6350432074429195,,-1.0754051738798496
19,2019-05-28,-1.532424637714575,-1.6475364743614285,0.1674375547020413,-1.1584996218497996
20,2019-06-03,-2.824598909699914,-1.6661025970401595,-0.19094495587645874,-1.461426765095275
21,2019-06-10,4.863634174694877,-1.2782079802673842,-0.0116165310195127,-0.3114156851334293
22,2019-06-17,-1.527670385440978,-1.4669716295776927,-0.11893341931134516,-0.5325529033711655
23,2019-06-24,-6.345659426633661,-1.9497113641593955,-0.6202608270796272,-1.5894813621461648
24,2019-07-01,1.8158787139249661,-1.3443166516449379,-0.6274225288801776,-0.9703249846786863
25,2019-07-08,-0.5935290428871088,-1.0458216357513819,-0.6533193187399972,-0.9018166316256723
26,2019-07-15,-2.3091122981663075,-1.3091712335096364,-0.9126452202932451,-1.1576885709966969
27,2019-07-22,-11.93507269194583,-2.062032016621725,-1.3285992546413365,-3.1172129566238116
28,2019-07-29,7.8983245288517185,-1.2490229975016816,-0.9420331024723005,-1.114387959264624
29,2019-08-05,-5.260272923541049,-1.621807826084329,-1.6346721502228785,-1.868185225496701
30,2019-08-12,3.7326601010308558,-0.9660819250112518,-1.3160922610257058,-0.8498497115825998
31,2019-08-19,-1.4019479574173235,-1.5926401382224717,-1.4354240592449279,-0.9502312108252767
32,2019-08-26,-3.4833615241837235,-1.7882092520967465,-1.6275904408372195,-1.4108003587086306
33,2019-09-03,2.744081428060852,-0.879235166627295,-1.4144732653933452,-0.6553673065687247
34,2019-09-09,12.859835198904014,0.22516048187060972,-0.559578084887164,1.8019422398808642
35,2019-09-16,0.6133814918493329,0.34585153534425395,-0.34998505020356396,1.585840285693313
36,2019-09-23,-1.754378508116098,0.40132491434927486,-0.4539231595801808,0.9785277777279653
37,2019-09-30,-0.25236687099104066,1.5695954964447538,-0.2462182600884856,0.7547287506881459
38,2019-10-07,1.4519314570466102,0.924956189264243,-0.1620334041187192,0.8814928791169576
39,2019-10-15,4.84142678018048,1.9351261596363958,0.15665916677603353,1.6014808611285072
40,2019-10-21,0.5784131122726897,1.619701460760579,0.32680976787466376,1.415468543154722
41,2019-10-28,3.1209128148900787,2.0719875379913195,0.23967369988442383,1.7255493198338778
42,2019-11-04,-0.5023872196775491,2.370084968441937,0.2909378581725953,1.3204699490136182
43,2019-11-12,19.22788725010832,4.018465550646684,1.5696151920096946,4.576364003758109
44,2019-11-18,4.909100154137024,3.2233920461699848,1.7242762640202973,4.636861485645184
45,2019-11-25,-2.168051425137759,2.9452487544712755,1.6455501449077647,3.3996045927755576
46,2019-12-02,-0.9188419124662897,3.0288024140362566,1.7150636641927655,2.6144325009134035
47,2019-12-09,-4.03817842541171,2.6502212585941893,2.1099083775194716,1.4048668779452007
48,2019-12-16,6.399086351102131,3.1449367479997417,2.0349464686319925,2.312906782155552
49,2019-12-23,-6.1233919648513595,2.0484548734965577,1.9917905165664767,0.7790342826997496
50,2019-12-30,20.002010810820217,3.990814643351311,2.8052580520559447,4.274120924176199
51,2020-01-06,13.202258294332987,4.998949191295601,3.53546836464346,5.89741862784107
52,2020-01-13,4.021283528933004,5.451316266156657,3.910700617299297,5.55630315531233
53,2020-01-21,6.107519904828603,4.139279531628684,4.0788725411376845,5.656524382497106
54,2020-01-27,-11.076196634967914,2.5407498527181906,2.882070949444088,2.6142114702307384
55,2020-02-03,-1.0761476328169615,2.6499402319502705,2.797594493210773,1.9432370878584293
56,2020-02-10,9.36130940704227,3.677955363901127,3.3533788889686917,3.2919775095282184
57,2020-02-18,5.559587155973746,4.637731922039672,3.6439765903169308,3.7042701725183145
58,2020-02-24,1.7656513238092657,4.174388419310386,3.659662583655064,3.351794018207578
59,2020-03-02,-9.426471513779843,3.8440804644175373,2.9462676689570477,1.0284730123916832
60,2020-03-09,-14.360537761095411,0.40782560722597444,2.1993201252886427,-1.7695289464241521
61,2020-03-16,-20.744981740909424,-2.9868983962982667,1.0060253974986673,-5.219611272694202
62,2020-03-23,20.65941689370455,-1.3230850598211124,2.0641156031677723,-0.5143334242580648
63,2020-03-30,16.313159201521973,-0.30252113015177534,1.9183792007384546,2.545210689520124
64,2020-04-06,-8.838003007034018,-0.07870176735838577,1.2310240426799028,0.47553547196482526
65,2020-04-13,9.810053491280325,1.009918345051343,1.8299292885008072,2.1727205663858253
